Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Brazil,613,621,627,635,642,651,658,665,670,676,685,691,699,695,698,700,702,706,717,719,727,731,735,753,756,756,758,761,762,765
