"Mortality rate, under-five (per 1,000 live births)"
"Dimension: Health"
"SDG 3.2 By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births"
"Definition: Probability of dying between birth and exactly age 5, expressed per 1,000 live births."
"Source: UN Inter-agency Group for Child Mortality Estimation (2019). Child mortality estimates. www.childmortality.org. Accessed 26 August 2020."
""
"128"," Nicaragua","66.4","","50.5","","36.6","","26.5","","20.4","","19.8","","19.4","","19.2","","19.0","","18.8","","18.7","","18.5","","18.3",""
"189"," Niger","328.6","","278.7","","226.1","","171.7","","122.6","","115.1","","108.7","","103.2","","98.5","","94.3","","90.3","","86.7","","83.7",""
"161"," Nigeria","210.9","","205.9","","184.8","","156.2","","135.2","","132.5","","130.5","","128.6","","126.9","","125.4","","123.9","","122.1","","119.9",""
"82"," North Macedonia","36.5","","24.2","","15.8","","13.6","","10.2","","10.0","","10.4","","11.2","","12.0","","12.3","","12.0","","11.0","","9.9",""
"1"," Norway","8.7","","5.7","","4.8","","4.0","","3.2","","3.1","","3.0","","2.9","","2.8","","2.7","","2.7","","2.6","","2.5",""
"60"," Oman","38.9","","24.1","","16.5","","12.8","","11.7","","11.6","","11.4","","11.3","","11.2","","11.2","","11.3","","11.4","","11.4",""
"154"," Pakistan","138.9","","126.2","","112.4","","99.8","","87.5","","85.1","","82.8","","80.5","","78.2","","76.0","","73.8","","71.5","","69.3",""
"50"," Palau","35.3","","32.3","","28.8","","26.1","","23.2","","22.5","","21.8","","21.1","","20.4","","19.8","","19.2","","18.5","","17.9",""
"115"," Palestine, State of","44.4","","35.8","","30.0","","26.2","","23.3","","23.0","","22.6","","22.4","","22.1","","21.7","","21.3","","20.8","","20.3",""
"57"," Panama","30.8","","28.0","","25.9","","22.9","","19.9","","19.2","","18.6","","18.1","","17.5","","16.9","","16.3","","15.8","","15.3",""
"155"," Papua New Guinea","87.1","","79.5","","72.4","","65.3","","58.2","","56.9","","55.5","","54.2","","53.0","","51.7","","50.5","","49.2","","47.8",""
"103"," Paraguay","45.4","","38.2","","33.7","","29.9","","26.0","","25.2","","24.4","","23.7","","22.9","","22.2","","21.6","","20.9","","20.2",""
"79"," Peru","80.5","","58.3","","38.6","","26.7","","20.1","","19.2","","18.4","","17.6","","16.8","","16.1","","15.5","","14.9","","14.3",""
"107"," Philippines","56.7","","43.8","","37.8","","34.4","","32.0","","31.6","","31.2","","30.9","","30.5","","30.1","","29.7","","29.1","","28.4",""
"35"," Poland","17.4","","14.4","","9.3","","7.6","","6.0","","5.7","","5.4","","5.2","","5.0","","4.9","","4.7","","4.6","","4.4",""
"38"," Portugal","14.7","","9.7","","7.2","","4.7","","3.9","","3.8","","3.7","","3.7","","3.7","","3.7","","3.7","","3.7","","3.7",""
"45"," Qatar","20.8","","15.3","","12.5","","10.4","","9.1","","8.9","","8.7","","8.4","","8.1","","7.8","","7.5","","7.2","","6.8",""
"49"," Romania","31.1","","27.1","","21.9","","18.0","","11.5","","11.3","","11.1","","10.6","","10.0","","9.2","","8.5","","7.8","","7.3",""
"52"," Russian Federation","21.6","","21.8","","19.3","","13.7","","10.3","","10.1","","9.8","","9.5","","9.0","","8.5","","8.0","","7.6","","7.2",""
"160"," Rwanda","153.6","","243.5","","183.1","","110.4","","63.5","","56.8","","51.7","","47.5","","44.1","","41.3","","38.8","","36.9","","35.3",""
"74"," Saint Kitts and Nevis","30.7","","28.1","","23.3","","17.5","","14.7","","14.4","","14.0","","13.7","","13.4","","13.1","","12.7","","12.4","","12.0",""
"86"," Saint Lucia","22.3","","19.8","","18.0","","18.3","","18.6","","18.5","","18.4","","18.3","","18.1","","17.8","","17.4","","17.0","","16.6",""
"97"," Saint Vincent and the Grenadines","23.8","","22.3","","22.6","","22.5","","20.9","","20.3","","19.7","","19.1","","18.5","","18.0","","17.4","","16.9","","16.4",""
"111"," Samoa","30.1","","25.3","","21.1","","19.0","","18.7","","18.5","","18.3","","17.9","","17.6","","17.2","","16.7","","16.2","","15.8",""
".."," San Marino","13.0","","8.9","","6.1","","4.2","","2.9","","2.7","","2.5","","2.4","","2.3","","2.2","","2.1","","2.0","","2.0",""
"135"," Sao Tome and Principe","108.2","","104.4","","84.6","","62.0","","45.4","","42.8","","40.4","","38.4","","36.7","","35.1","","33.7","","32.4","","31.2",""
"40"," Saudi Arabia","44.7","","30.6","","22.2","","16.6","","12.1","","11.3","","10.6","","9.9","","9.2","","8.5","","8.0","","7.5","","7.1",""
"168"," Senegal","139.0","","139.9","","131.5","","93.7","","66.4","","62.5","","59.0","","55.8","","52.9","","50.1","","47.7","","45.6","","43.6",""
"64"," Serbia","27.9","","19.6","","12.7","","8.9","","7.6","","7.4","","7.1","","6.9","","6.6","","6.3","","6.0","","5.8","","5.5",""
"67"," Seychelles","16.6","","14.3","","13.7","","13.8","","14.1","","14.2","","14.3","","14.5","","14.6","","14.7","","14.8","","14.6","","14.5",""
"182"," Sierra Leone","262.6","","255.4","","234.0","","203.6","","162.8","","153.9","","145.1","","136.7","","128.9","","121.8","","115.5","","109.9","","105.1",""
"11"," Singapore","7.7","","5.0","","3.9","","3.0","","2.8","","2.8","","2.8","","2.7","","2.7","","2.7","","2.7","","2.8","","2.8",""
"39"," Slovakia","14.7","","11.9","","9.8","","8.2","","7.0","","6.8","","6.6","","6.4","","6.2","","6.1","","5.9","","5.7","","5.6",""
"22"," Slovenia","10.4","","7.4","","5.5","","4.2","","3.2","","3.0","","2.9","","2.7","","2.6","","2.5","","2.4","","2.2","","2.1",""
"151"," Solomon Islands","38.5","","33.6","","30.4","","28.8","","25.7","","24.9","","24.2","","23.4","","22.7","","22.0","","21.3","","20.6","","20.0",""
".."," Somalia","179.2","","172.4","","172.4","","172.3","","157.2","","152.1","","147.2","","142.3","","137.9","","133.4","","129.4","","125.5","","121.5",""
"114"," South Africa","59.2","","60.2","","73.9","","78.5","","52.5","","46.7","","43.3","","41.2","","39.5","","37.7","","36.6","","35.3","","33.8",""
"185"," South Sudan","254.1","","224.4","","183.4","","141.0","","109.2","","104.3","","100.8","","99.1","","98.6","","98.6","","98.6","","98.6","","98.6",""
"25"," Spain","9.1","","6.9","","5.4","","4.7","","3.9","","3.7","","3.6","","3.5","","3.4","","3.3","","3.2","","3.1","","3.0",""
"72"," Sri Lanka","21.9","","20.0","","16.5","","14.2","","11.6","","11.2","","10.6","","10.0","","9.4","","8.8","","8.2","","7.8","","7.4",""
"170"," Sudan","131.6","","119.6","","104.3","","88.2","","75.9","","73.9","","72.0","","70.1","","68.2","","66.3","","64.4","","62.5","","60.5",""
"97"," Suriname","47.9","","41.0","","34.4","","29.1","","24.7","","23.8","","23.0","","22.3","","21.6","","20.9","","20.2","","19.5","","18.9",""
"7"," Sweden","7.0","","4.8","","4.1","","3.6","","3.1","","3.0","","3.0","","2.9","","2.9","","2.9","","2.8","","2.8","","2.7",""
"2"," Switzerland","8.2","","6.4","","5.6","","5.1","","4.5","","4.5","","4.4","","4.4","","4.4","","4.3","","4.3","","4.2","","4.1",""
